w_d,fighter,kd,str,td,sub,weight_class,method,round,time,event,date,location,,,,,,
win,Nick Catone  Constantinos Philippou,0  0,31  23,3  0,0  0,Catch Weight,U-DEC,3,5:00,UFC 128: Shogun vs Jones,03/19/11,"Newark, New Jersey, USA",,,,,,
win,Erik Koch  Raphael Assuncao,1  0,4  9,0  0,0  0,Featherweight,KO/TKO: Punch,1,2:32,UFC 128: Shogun vs Jones,03/19/11,"Newark, New Jersey, USA",,,,,,
win,Diego Sanchez  Martin Kampmann,0  1,51  77,1  0,0  0,Welterweight,U-DEC,3,5:00,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Mark Munoz  CB Dollaway,1  0,4  2,0  1,0  0,Middleweight,KO/TKO: Punch,1,0:54,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Chris Weidman  Alessio Sakara,0  0,45  27,5  0,0  0,Middleweight,U-DEC,3,5:00,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Brian Bowles  Damacio Page,0  0,19  17,1  0,1  0,Bantamweight,SUB: Guillotine Choke,1,3:30,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Cyrille Diabate  Steve Cantwell,1  0,146  28,1  1,0  0,Light Heavyweight,U-DEC,3,5:00,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Danny Castillo  Joe Stevenson,0  0,55  12,5  2,0  4,Lightweight,U-DEC,3,5:00,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Shane Roller  Thiago Tavares,1  0,26  22,0  1,0  0,Lightweight,KO/TKO: Punch,2,1:28,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Takeya Mizugaki  Reuben Duran,0  0,43  67,4  0,0  0,Bantamweight,S-DEC,3,5:00,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Dongi Yang  Rob Kimmons,1  0,57  1,1  1,2  0,Middleweight,KO/TKO: Punches,2,4:47,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Rousimar Palhares  David Branch,0  0,2  6,0  1,3  0,Middleweight,SUB: Kneebar,2,1:44,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
win,Igor Pokrajac  Todd Brown,1  0,17  15,0  0,0  0,Light Heavyweight,KO/TKO,1,5:00,UFC Live: Sanchez vs Kampmann,03/03/11,"Louisville, Kentucky, USA",,,,,,
draw,BJ Penn  Jon Fitch,0  0,12  47,2  4,1  0,Welterweight,M-DEC,3,5:00,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Michael Bisping  Jorge Rivera,1  0,50  8,3  0,0  0,Middleweight,KO/TKO: Punches,2,1:54,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Dennis Siver  George Sotiropoulos,2  0,74  38,0  0,0  0,Lightweight,U-DEC,3,5:00,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Brian Ebersole  Chris Lytle,1  0,32  24,4  0,1  5,Welterweight,U-DEC,3,5:00,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Kyle Noke  Chris Camozzi,0  0,4  4,1  0,1  0,Middleweight,SUB: Rear Naked Choke,1,1:35,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Ross Pearson  Spencer Fisher,0  0,59  38,3  1,0  0,Lightweight,U-DEC,3,5:00,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Alexander Gustafsson  James Te Huna,0  0,4  6,1  1,2  0,Light Heavyweight,SUB: Rear Naked Choke,1,4:27,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Nick Ring  Riki Fukuda,0  0,41  28,0  6,0  0,Middleweight,U-DEC,3,5:00,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Anthony Perosh  Tom Blackledge,0  0,7  8,1  0,1  0,Light Heavyweight,SUB: Rear Naked Choke,1,2:45,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Zhang Tiequan  Jason Reinhardt,0  0,4  2,0  0,1  0,Featherweight,SUB: Guillotine Choke,1,0:48,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Mark Hunt  Chris Tuchscherer,1  0,14  9,0  1,0  0,Heavyweight,KO/TKO: Punch,2,1:41,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Curt Warburton  Maciej Jewtuszko,0  0,18  30,4  0,0  0,Lightweight,U-DEC,3,5:00,UFC 127: Penn vs Fitch,02/26/11,"Sydney, New South Wales, Australia",,,,,,
win,Anderson Silva  Vitor Belfort,1  0,6  6,0  0,0  0,Middleweight,KO/TKO: Kick,1,3:25,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Forrest Griffin  Rich Franklin,0  0,50  33,5  1,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Jon Jones  Ryan Bader,0  0,20  5,2  0,3  0,Light Heavyweight,SUB: Guillotine Choke,2,4:20,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Jake Ellenberger  Carlos Eduardo Rocha,0  0,25  21,3  0,0  2,Welterweight,S-DEC,3,5:00,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Miguel Torres  Antonio Banuelos,0  0,73  10,0  0,0  0,Bantamweight,U-DEC,3,5:00,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Donald Cerrone  Paul Kelly,0  0,37  22,3  0,1  2,Lightweight,SUB: Rear Naked Choke,2,3:48,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Chad Mendes  Michihiro Omigawa,0  0,56  18,4  0,0  2,Featherweight,U-DEC,3,5:00,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Demetrious Johnson  Norifumi Yamamoto,0  0,38  16,10  0,0  0,Bantamweight,U-DEC,3,5:00,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Paul Taylor  Gabe Ruediger,1  0,37  17,0  0,0  0,Lightweight,KO/TKO: Kick,2,1:42,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Kyle Kingsbury  Ricardo Romero,1  0,9  1,0  0,0  0,Light Heavyweight,KO/TKO: Punch,1,0:21,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Mike Pierce  Kenny Robertson,1  0,19  12,2  0,1  0,Welterweight,KO/TKO: Punches,2,0:29,UFC 126: Silva vs Belfort,02/05/11,"Las Vegas, Nevada, USA",,,,,,
win,Melvin Guillard  Evan Dunham,2  0,17  2,0  1,0  0,Lightweight,KO/TKO: Knees,1,2:58,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Matt Mitrione  Tim Hague,2  0,16  3,0  0,0  0,Heavyweight,KO/TKO: Punch,1,2:59,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Mark Hominick  George Roop,2  0,9  12,0  0,0  0,Featherweight,KO/TKO: Punch,1,1:28,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Pat Barry  Joey Beltran,1  0,46  55,0  0,0  0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Matt Wiman  Cole Miller,0  0,76  22,1  0,1  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Yves Edwards  Cody McKenzie,0  0,33  16,0  2,1  0,Lightweight,SUB: Rear Naked Choke,2,4:33,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,DaMarques Johnson  Mike Guymon,0  0,2  1,1  0,0  0,Welterweight,SUB: Injury,1,3:22,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Rani Yahya  Mike Brown,0  0,40  15,3  1,2  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Waylon Lowe  Willamy Freire,0  0,15  23,4  1,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Charlie Brenneman  Amilcar Alves,0  0,26  10,3  0,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
win,Chris Cariaso  Will Campuzano,0  0,67  62,0  0,0  0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Fight for the Troops 2,01/22/11,"Killeen, Texas, USA",,,,,,
draw,Frankie Edgar  Gray Maynard,0  3,95  71,3  3,2  1,Lightweight,S-DEC,5,5:00,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Brian Stann  Chris Leben,3  0,30  7,0  0,1  0,Middleweight,KO/TKO: Knee,1,3:37,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
nc nc,Brandon Vera  Thiago Silva,0  0,19  51,0  3,0  1,Light Heavyweight,Overturned,3,5:00,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Dong Hyun Kim  Nate Diaz,0  0,19  36,3  1,0  1,Welterweight,U-DEC,3,5:00,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Clay Guida  Takanori Gomi,0  0,12  14,3  0,2  0,Lightweight,SUB: Guillotine Choke,2,4:27,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Jeremy Stephens  Marcus Davis,1  0,25  17,0  2,2  0,Lightweight,KO/TKO: Punch,3,2:33,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Dustin Poirier  Josh Grispi,0  0,77  16,0  2,0  2,Featherweight,U-DEC,3,5:00,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Brad Tavares  Phil Baroni,1  1,22  11,0  0,0  1,Middleweight,KO/TKO: Punches,1,4:20,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Diego Nunes  Mike Brown,0  0,65  68,0  4,0  0,Featherweight,S-DEC,3,5:00,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Daniel Roberts  Greg Soto,0  0,3  6,1  0,2  1,Welterweight,SUB: Kimura,1,3:45,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Jacob Volkmann  Antonio McKee,0  0,10  25,1  1,2  0,Lightweight,S-DEC,3,5:00,UFC 125: Resolution,01/01/11,"Las Vegas, Nevada, USA",,,,,,
win,Georges St-Pierre  Josh Koscheck,0  0,110  16,4  1,0  0,Welterweight,U-DEC,5,5:00,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Stefan Struve  Sean McCorkle,0  0,11  4,0  1,0  2,Heavyweight,KO/TKO: Punches,1,3:55,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Jim Miller  Charles Oliveira,0  0,1  5,1  0,2  0,Lightweight,SUB: Kneebar,1,1:59,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Mac Danzig  Joe Stevenson,1  0,9  6,0  0,0  0,Lightweight,KO/TKO: Punch,1,1:54,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Thiago Alves  John Howard,1  0,73  37,2  0,0  0,Welterweight,U-DEC,3,5:00,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Dan Miller  Joe Doerksen,0  0,18  12,5  0,1  2,Middleweight,S-DEC,3,5:00,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Mark Bocek  Dustin Hazelett,0  0,9  0,1  0,1  0,Lightweight,SUB: Triangle Choke,1,2:33,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
draw,Jesse Bongfeldt  Rafael Natal,0  0,53  13,2  5,0  0,Middleweight,M-DEC,3,5:00,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Sean Pierson  Matthew Riddle,1  0,112  35,1  0,1  1,Welterweight,U-DEC,3,5:00,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Ricardo Almeida  TJ Grant,0  0,48  6,6  0,0  0,Welterweight,U-DEC,3,5:00,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,John Makdessi  Pat Audinwood,1  0,74  19,0  1,0  0,Lightweight,U-DEC,3,5:00,UFC 124: St-Pierre vs Koscheck 2,12/11/10,"Montreal, Quebec, Canada",,,,,,
win,Jonathan Brookins  Michael Johnson,0  1,32  30,3  0,0  0,Lightweight,U-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Stephan Bonnar  Igor Pokrajac,0  0,44  23,3  0,1  0,Light Heavyweight,U-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Demian Maia  Kendall Grove,0  0,42  18,5  0,1  0,Middleweight,U-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Rick Story  Johny Hendricks,0  0,55  24,2  6,1  1,Welterweight,U-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Leonard Garcia  Nam Phan,0  0,64  102,2  0,0  1,Featherweight,S-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Cody McKenzie  Aaron Wilkinson,0  0,0  0,1  1,2  0,Lightweight,SUB: Guillotine Choke,1,2:03,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Ian Loveland  Tyler Toner,2  0,44  21,0  0,0  0,Featherweight,U-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Kyle Watson  Sako Chivitchian,0  0,72  36,0  0,0  0,Lightweight,U-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Nick Pace  Will Campuzano,0  0,18  16,7  1,1  0,Bantamweight,SUB: Pace/Pillory Choke,3,4:33,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Pablo Garza  Fredson Paixao,1  0,3  1,0  0,0  0,Featherweight,KO/TKO: Flying Knee,1,0:51,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,David Branch  Rich Attonito,0  0,16  6,4  0,0  0,Middleweight,U-DEC,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,12/04/10,"Las Vegas, Nevada, USA",,,,,,
win,Quinton Jackson  Lyoto Machida,0  0,16  33,1  1,0  1,Light Heavyweight,S-DEC,3,5:00,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,BJ Penn  Matt Hughes,1  0,7  3,0  0,0  0,Welterweight,KO/TKO: Punch,1,0:21,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Maiquel Falcao  Gerald Harris,1  0,25  8,1  2,3  0,Middleweight,U-DEC,3,5:00,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Phil Davis  Tim Boetsch,0  0,33  7,2  0,2  1,Light Heavyweight,SUB: Kimura,2,2:55,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,George Sotiropoulos  Joe Lauzon,0  0,19  16,3  0,2  0,Lightweight,SUB: Kimura,2,2:43,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Brian Foster  Matt Brown,0  0,25  13,3  1,2  1,Welterweight,SUB: Guillotine Choke,2,2:11,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Mark Munoz  Aaron Simpson,0  0,76  43,1  5,0  0,Middleweight,U-DEC,3,5:00,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Dennis Hallman  Karo Parisyan,1  0,10  2,0  0,0  0,Welterweight,KO/TKO: Punches,1,1:47,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Edson Barboza  Mike Lullo,2  0,43  12,2  0,0  1,Lightweight,KO/TKO: Kicks,3,0:26,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Paul Kelly  TJ O'Brien,1  0,44  32,1  1,0  0,Lightweight,KO/TKO: Elbows,2,3:16,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Nik Lentz  Tyson Griffin,0  1,34  31,4  8,3  1,Lightweight,S-DEC,3,5:00,UFC 123: Rampage vs Machida,11/20/10,"Auburn Hills, Michigan, USA",,,,,,
win,Yushin Okami  Nate Marquardt,0  0,25  21,1  3,0  2,Middleweight,U-DEC,3,5:00,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Dennis Siver  Andre winner,1  0,30  13,0  0,1  0,Lightweight,SUB: Rear Naked Choke,1,3:37,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Amir Sadollah  Peter Sobotta,0  0,90  34,0  0,0  0,Welterweight,U-DEC,3,5:00,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Krzysztof Soszynski  Goran Reljic,0  0,57  23,0  2,3  0,Light Heavyweight,U-DEC,3,5:00,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Duane Ludwig  Nick Osipczak,0  2,99  60,0  2,0  0,Welterweight,S-DEC,3,5:00,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Vladimir Matyushenko  Alexandre Ferreira,0  0,19  6,2  0,0  0,Light Heavyweight,KO/TKO: Elbows,1,2:20,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Pascal Krauss  Mark Scanlon,0  0,50  33,3  3,2  2,Welterweight,U-DEC,3,5:00,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Kyle Noke  Rob Kimmons,0  0,25  16,3  0,2  0,Middleweight,SUB: Rear Naked Choke,2,1:33,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Karlos Vemola  Seth Petruzelli,0  0,18  3,2  0,0  2,Light Heavyweight,KO/TKO: Punches,1,3:46,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Carlos Eduardo Rocha  Kris McCray,0  0,2  3,0  2,1  0,Welterweight,SUB: Kneebar,1,2:21,UFC 122: Marquardt vs Okami,11/13/10,"Oberhausen, North Rhine-Westphalia, Germany",,,,,,
win,Cain Velasquez  Brock Lesnar,2  0,31  9,1  1,0  0,Heavyweight,KO/TKO: Punches,1,4:12,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Jake Shields  Martin Kampmann,0  0,25  35,4  0,0  3,Welterweight,S-DEC,3,5:00,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Diego Sanchez  Paulo Thiago,0  0,48  36,2  1,0  4,Welterweight,U-DEC,3,5:00,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Matt Hamill  Tito Ortiz,0  0,41  37,3  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Brendan Schaub  Gabriel Gonzaga,1  0,53  37,0  0,0  1,Heavyweight,U-DEC,3,5:00,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Court McGee  Ryan Jensen,0  1,60  36,2  1,1  0,Middleweight,SUB: Arm Triangle,3,1:21,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Tom Lawlor  Patrick Cote,0  0,49  6,5  0,3  0,Middleweight,U-DEC,3,5:00,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Daniel Roberts  Mike Guymon,0  0,2  0,1  0,1  0,Welterweight,SUB: Anaconda Choke,1,1:13,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Sam Stout  Paul Taylor,0  0,107  140,1  0,0  0,Lightweight,S-DEC,3,5:00,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Chris Camozzi  Dongi Yang,0  0,74  51,0  3,0  0,Middleweight,S-DEC,3,5:00,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Jon Madsen  Gilbert Yvel,0  0,18  0,1  0,0  0,Heavyweight,KO/TKO: Punches,1,1:48,UFC 121: Lesnar vs Velasquez,10/23/10,"Anaheim, California, USA",,,,,,
win,Michael Bisping  Yoshihiro Akiyama,0  0,118  50,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Carlos Condit  Dan Hardy,1  0,26  9,0  0,0  0,Welterweight,KO/TKO: Punch,1,4:27,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Mike Pyle  John Hathaway,0  0,46  18,5  0,1  0,Welterweight,U-DEC,3,5:00,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
draw,Cheick Kongo  Travis Browne,0  0,58  22,0  2,0  0,Heavyweight,U-DEC,3,5:00,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Claude Patrick  James Wilks,0  0,23  12,3  0,0  0,Welterweight,U-DEC,3,5:00,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Alexander Gustafsson  Cyrille Diabate,1  0,28  11,2  0,3  0,Light Heavyweight,SUB: Rear Naked Choke,2,2:41,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Rob Broughton  Vinicius Queiroz,0  0,67  47,0  5,6  0,Heavyweight,SUB: Rear Naked Choke,3,1:43,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Paul Sass  Mark Holst,0  0,2  3,0  0,4  0,Lightweight,SUB: Triangle Choke,1,4:45,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Spencer Fisher  Curt Warburton,0  0,68  45,1  1,2  2,Lightweight,U-DEC,3,5:00,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Fabio Maldonado  James McSweeney,1  0,89  49,0  0,2  0,Light Heavyweight,KO/TKO: Punches,3,0:48,UFC 120: Bisping vs Akiyama,10/16/10,"London, England, United Kingdom",,,,,,
win,Frank Mir  Mirko Filipovic,1  0,25  19,0  0,0  0,Heavyweight,KO/TKO: Knee,3,4:02,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Ryan Bader  Rogerio Nogueira,0  0,42  28,5  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Chris Lytle  Matt Serra,0  0,153  124,0  0,0  0,Welterweight,U-DEC,3,5:00,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Sean Sherk  Evan Dunham,0  0,38  75,5  0,0  7,Lightweight,S-DEC,3,5:00,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Melvin Guillard  Jeremy Stephens,0  1,73  62,0  0,0  0,Lightweight,S-DEC,3,5:00,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,CB Dollaway  Joe Doerksen,0  0,1  1,0  0,2  0,Middleweight,SUB: Guillotine Choke,1,2:13,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Matt Mitrione  Joey Beltran,0  0,76  52,0  1,0  0,Heavyweight,U-DEC,3,5:00,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Thiago Tavares  Pat Audinwood,0  0,7  3,2  0,1  0,Lightweight,SUB: Guillotine Choke,1,3:47,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Waylon Lowe  Steve Lopez,0  0,26  23,5  0,0  0,Lightweight,S-DEC,3,5:00,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,TJ Grant  Julio Paulino,0  0,17  12,4  0,1  1,Welterweight,U-DEC,3,5:00,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Sean McCorkle  Mark Hunt,0  0,0  2,0  1,2  0,Heavyweight,SUB: Straight Armbar,1,1:03,UFC 119: Mir vs Cro Cop,09/25/10,"Indianapolis, Indiana, USA",,,,,,
win,Nate Marquardt  Rousimar Palhares,0  0,13  1,0  0,1  1,Middleweight,KO/TKO: Punches,1,3:28,UFC Fight Night: Marquardt vs Palhares,09/15/10,"Austin, Texas, USA",,,,,,
win,Charles Oliveira  Efrain Escudero,0  0,35  13,2  0,1  0,Lightweight,SUB: Rear Naked Choke,3,2:25,UFC Fight Night: Marquardt vs Palhares,09/15/10,"Austin, Texas, USA",,,,,,
win,Jim Miller  Gleison Tibau,0  0,29  23,0  4,2  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Marquardt vs Palhares,09/15/10,"Austin, Texas, USA",,,,,,
